Geographic Area Name, Total
"Seminole city, Texas",2216
"Serenada CDP, Texas",1169
"Seven Points city, Texas",398
"Seymour city, Texas",921
"Shadybrook CDP, Texas",946
"Shady Hollow CDP, Texas",2689
"Shady Shores town, Texas",1517
"Shallowater city, Texas",1169
"Shamrock city, Texas",466
"Shavano Park city, Texas",1782
"Sheldon CDP, Texas",278
"Shenandoah city, Texas",1628
"Shepherd city, Texas",516
"Sheridan CDP, Texas",X
"Sherman city, Texas",12764
"Sherwood Shores CDP, Texas",432
"Shiner city, Texas",1066
"Shoreacres city, Texas",627
"Sienna CDP, Texas",6390
"Sierra Blanca CDP, Texas",95
"Siesta Acres CDP, Texas",116
"Siesta Shores CDP, Texas",X
"Silsbee city, Texas",1839
"Silverton city, Texas",X
"Simonton city, Texas",238
"Sinton city, Texas",796
"Skellytown town, Texas",X
"Skidmore CDP, Texas",275
"Slaton city, Texas",1218
"Smithville city, Texas",1568
"Smyer town, Texas",131
"Snook city, Texas",216
"Snyder city, Texas",2558
"Socorro city, Texas",1271
"Solis CDP, Texas",106
"Somerset city, Texas",X
"Somerville city, Texas",312
"Sonora city, Texas",375
"Sonterra CDP, Texas",2212
"Sour Lake city, Texas",682
"South Alamo CDP, Texas",X
"South Frydek city, Texas",X
"South Houston city, Texas",1061
"Southlake city, Texas",15026
"South La Paloma CDP, Texas",97
"Southmayd city, Texas",X
"South Mountain town, Texas",124
"South Padre Island town, Texas",860
"Southside Place city, Texas",873
"South Toledo Bend CDP, Texas",X
"Southwest Sandhill CDP, Texas",343
"Spearman city, Texas",688
"Splendora city, Texas",580
"Spring CDP, Texas",11885
"Springtown city, Texas",1224
"Spring Valley Village city, Texas",2269
"Spur city, Texas",232
"Stafford city, Texas",2094
"Stagecoach town, Texas",383
"Stamford city, Texas",723
"Stanton city, Texas",428
"Star Harbor city, Texas",249
"Steiner Ranch CDP, Texas",7781
"Stephenville city, Texas",6578
"Sterling City city, Texas",167
"Stinnett city, Texas",479
"Stockdale city, Texas",397
"Stockton Bend city, Texas",185
"Stonewall CDP, Texas",X
"Stowell CDP, Texas",304
"Stratford city, Texas",X
"Strawn city, Texas",X
"Streetman town, Texas",101
"Sudan city, Texas",192
"Sugar Land city, Texas",28408
"Sullivan City city, Texas",134
"Sulphur Springs city, Texas",4586
"Sundown city, Texas",X
"Sunnyvale town, Texas",2304
"Sunray city, Texas",268
"Sunrise Beach Village city, Texas",411
"Sunrise Shores CDP, Texas",X
"Sunset CDP (Montague County), Texas",217
"Sunset Valley city, Texas",310
"Surfside Beach city, Texas",X
"Sweeny city, Texas",957
"Sweetwater city, Texas",2586
"Taft city, Texas",468
"Tahoka city, Texas",496
"Talty town, Texas",846
"Tatum city, Texas",314
"Taylor city, Texas",5021
"Taylor Lake Village city, Texas",2074
"Taylor Landing city, Texas",101
"Teague city, Texas",656
"Temple city, Texas",26579
"Tenaha town, Texas",X
"Terlingua CDP, Texas",96
"Terrell city, Texas",3220
"Terrell Hills city, Texas",2844
"Texarkana city, Texas",8027
"Texas City city, Texas",10163
"Texline town, Texas",151
"The Colony city, Texas",15788
"The Hills village, Texas",1643
"The Homesteads CDP, Texas",516
"The Woodlands CDP, Texas",52013
"Thorndale city, Texas",500
"Thornton town, Texas",110
"Thorntonville town, Texas",97
"Thrall city, Texas",285
"Three Rivers city, Texas",401
"Throckmorton town, Texas",X
"Thunderbird Bay CDP, Texas",X
"Tiki Island village, Texas",X
"Timbercreek Canyon village, Texas",229
"Timberwood Park CDP, Texas",12726
"Timpson city, Texas",160
"Tioga town, Texas",465
"Tira town, Texas",X
"Tolar city, Texas",X
"Tomball city, Texas",4774
"Tom Bean city, Texas",248
"Tool city, Texas",1086
"Tornillo CDP, Texas",X
"Tow CDP, Texas",X
"Travis Ranch CDP, Texas",1832
"Trent town, Texas",131
"Trenton city, Texas",249
"Trinidad city, Texas",253
"Trinity city, Texas",478
"Trophy Club town, Texas",7123
"Troup city, Texas",491
"Troy city, Texas",841
"Tulia city, Texas",926
"Tuscola city, Texas",295
"Tye city, Texas",300
"Tyler city, Texas",28047
"Uhland city, Texas",286
"Uncertain city, Texas",95
"Union Grove city, Texas",189
"Union Valley city, Texas",138
"Universal City city, Texas",6295
"University Park city, Texas",12494
"Uvalde city, Texas",1954
"Valley Mills city, Texas",331
"Valley View city, Texas",216
"Val Verde Park CDP, Texas",X
"Van city, Texas",934
"Van Alstyne city, Texas",1598
"Vanderbilt CDP, Texas",139
"Van Horn town, Texas",196
"Van Vleck CDP, Texas",489
"Vega city, Texas",359
"Venus town, Texas",894
"Vernon city, Texas",2595
"Victoria city, Texas",16939
"Vidor city, Texas",3337
"Villa Verde CDP, Texas",X
"Vinton village, Texas",158
"Volente village, Texas",262
"Von Ormy city, Texas",104
"Waco city, Texas",34252
"Wadsworth CDP, Texas",110
"Wake Village city, Texas",1760
"Waller city, Texas",656
"Wallis city, Texas",X
"Walnut Springs city, Texas",X
"Warren CDP, Texas",206
"Waskom city, Texas",404
"Watauga city, Texas",7741
"Waxahachie city, Texas",12523
"Weatherford city, Texas",12296
"Webster city, Texas",3011
"Weimar city, Texas",782
"Weir city, Texas",167
"Wellington city, Texas",X
"Wells town, Texas",X
"Wells Branch CDP, Texas",3734
"Weslaco city, Texas",4743
"West city, Texas",1269
"West Columbia city, Texas",943
"Western Lake CDP, Texas",392
"Westlake town, Texas",688
"West Lake Hills city, Texas",2056
"West Livingston CDP, Texas",1240
"Westminster CDP, Texas",330
"West Odessa CDP, Texas",4209
"Weston city, Texas",115
"Weston Lakes city, Texas",2142
"West Orange city, Texas",883
"Westover Hills town, Texas",355
"West Tawakoni city, Texas",608
"West University Place city, Texas",7771
"Westway CDP, Texas",185
"Westwood Shores CDP, Texas",575
"Westworth Village city, Texas",918
"Wharton city, Texas",1424
"Wheeler city, Texas",241
"White Deer town, Texas",290
"Whiteface town, Texas",100
"Whitehouse city, Texas",3087
"White Oak city, Texas",2348
"Whitesboro city, Texas",1544
"White Settlement city, Texas",4965
"Whitewright town, Texas",584
"Whitney town, Texas",629
"Wichita Falls city, Texas",28994
"Wild Peach Village CDP, Texas",748
"Wildwood CDP, Texas",481
"Willis city, Texas",1169
"Willow Grove CDP, Texas",801
"Willow Park city, Texas",2402
"Wills Point city, Texas",1009
"Wilmer city, Texas",303
"Wilson city, Texas",X
"Wimberley city, Texas",1546
"Windcrest city, Texas",2083
"Windthorst town, Texas",178
"Wink city, Texas",239
"Winnie CDP, Texas",820
"Winnsboro city, Texas",1288
"Winona town, Texas",253
"Winters city, Texas",648
"Wixon Valley city, Texas",128
"Wolfe City city, Texas",416
"Wolfforth city, Texas",2121
"Woodbranch city, Texas",511
"Woodcreek city, Texas",1090
"Woodsboro town, Texas",X
"Woodville town, Texas",682
"Woodway city, Texas",5001
"Wortham town, Texas",269
"Wyldwood CDP, Texas",950
"Wylie city, Texas",17658
"Yantis town, Texas",X
"Yoakum city, Texas",1448
"Yorktown city, Texas",502
"Zapata CDP, Texas",350
"Zavalla city, Texas",X
"Zuehl CDP, Texas",164
"Alpine city, Utah",7143
"Alta town, Utah",104
"Altamont town, Utah",98
"Amalga town, Utah",264
"American Fork city, Utah",19398
"Annabella town, Utah",486
"Apple Valley town, Utah",501
"Aurora city, Utah",525
"Avon CDP, Utah",178
"Ballard town, Utah",390
"Bear River City city, Utah",437
"Beaver city, Utah",1291
"Benjamin CDP, Utah",659
"Benson CDP, Utah",892
"Bicknell town, Utah",176
"Big Water town, Utah",X
"Blanding city, Utah",1375
"Bluff town, Utah",X
"Bluffdale city, Utah",9573
"Boulder town, Utah",145
"Bountiful city, Utah",28255
"Brigham City city, Utah",10301
"Brighton town, Utah",X
"Bryce Canyon City town, Utah",104
"Carbonville CDP, Utah",720
"Castle Dale city, Utah",778
"Castle Valley town, Utah",218
"Cedar City city, Utah",17773
"Cedar Fort town, Utah",179
"Cedar Hills city, Utah",6555
"Centerfield town, Utah",504
"Centerville city, Utah",10781
"Central CDP, Utah",318
"Central Valley town, Utah",X
"Charleston town, Utah",X
"Circleville town, Utah",251
"Clarkston town, Utah",X
"Clearfield city, Utah",14025
"Cleveland town, Utah",X
"Clinton city, Utah",12033
"Coalville city, Utah",672
"Copperton metro township, Utah",458
"Corinne city, Utah",373
"Cornish town, Utah",X
"Cottonwood Heights city, Utah",20481
"Cove CDP, Utah",X
"Dammeron Valley CDP, Utah",X
"Daniel town, Utah",X
"Delta city, Utah",1430
"Deseret CDP, Utah",X
"Deweyville town, Utah",184
"Draper city, Utah",27693
"Duchesne city, Utah",612
"Dugway CDP, Utah",150
"Dutch John town, Utah",107
"Eagle Mountain city, Utah",23761
"East Basin CDP, Utah",1889
"East Carbon city, Utah",718
"Eden CDP, Utah",406
"Elk Ridge city, Utah",2908
"Elmo town, Utah",209
"Elsinore town, Utah",X
"Elwood town, Utah",712
"Emery town, Utah",182
"Emigration Canyon metro township, Utah",X
"Enoch city, Utah",3841
"Enterprise CDP, Utah",X
"Enterprise city, Utah",871
"Ephraim city, Utah",2515
"Erda CDP, Utah",1988
"Escalante city, Utah",448
"Eureka city, Utah",X
"Fairfield town, Utah",X
"Fairview city, Utah",660
"Farmington city, Utah",15663
"Farr West city, Utah",4416
"Fayette town, Utah",94
"Ferron city, Utah",X
"Fielding town, Utah",230
"Fillmore city, Utah",1220
"Fountain Green city, Utah",643
"Francis town, Utah",839
"Fruit Heights city, Utah",4053
"Garden CDP, Utah",X
"Garden City town, Utah",308
"Garland city, Utah",1117
"Genola town, Utah",823
"Glendale town, Utah",X
"Glenwood town, Utah",327
"Goshen town, Utah",394
"Granite CDP, Utah",657
"Grantsville city, Utah",6413
"Green River city, Utah",305
"Gunnison city, Utah",X
"Harrisville city, Utah",3553
"Heber city, Utah",7932
"Helper city, Utah",1213
"Henefer town, Utah",420
"Henrieville town, Utah",X
"Herriman city, Utah",29406
"Hideout town, Utah",250
"Highland city, Utah",12827
"Hildale city, Utah",X
"Hinckley town, Utah",266
"Holden town, Utah",200
"Holladay city, Utah",20256
"Honeyville city, Utah",868
"Hooper city, Utah",5071
"Howell town, Utah",126
"Hoytsville CDP, Utah",X
"Huntington city, Utah",X
"Huntsville town, Utah",X
"Hurricane city, Utah",10272
"Hyde Park city, Utah",3415
"Hyrum city, Utah",4941
"Interlaken town, Utah",X
"Ivins city, Utah",5229
"Jensen CDP, Utah",X
"Joseph town, Utah",168
"Kamas city, Utah",982
"Kanab city, Utah",2713
"Kanarraville town, Utah",248
"Kanosh town, Utah",X
"Kaysville city, Utah",21735
"Kearns metro township, Utah",11056
"Kenilworth CDP, Utah",X
"Koosharem town, Utah",99
"Lake Shore CDP, Utah",364
"Laketown town, Utah",X
"La Sal CDP, Utah",96
"La Verkin city, Utah",2158
"Layton city, Utah",43466
"Leamington town, Utah",111
"Leeds town, Utah",463
"Lehi city, Utah",43412
"Levan town, Utah",378
"Lewiston city, Utah",1010
"Liberty CDP, Utah",913
"Lindon city, Utah",7073
"Loa town, Utah",315
"Logan city, Utah",25212
"Maeser CDP, Utah",2106
"Magna metro township, Utah",10007
"Manila town, Utah",X
"Manti city, Utah",2029
"Mantua town, Utah",614
"Mapleton city, Utah",7415
"Marion CDP, Utah",407
"Marriott-Slaterville city, Utah",1071
"Marysvale town, Utah",176
"Mayfield town, Utah",X
"Meadow town, Utah",134
"Mendon city, Utah",862
"Midvale city, Utah",15012
"Midway city, Utah",3985
"Milford city, Utah",450
"Millcreek city, Utah",33653
"Millville city, Utah",1469
"Minersville town, Utah",333
"Moab city, Utah",2388
"Mona city, Utah",931
"Monroe city, Utah",1352
"Monticello city, Utah",797
"Morgan city, Utah",2504
"Moroni city, Utah",547
"Mountain Green CDP, Utah",2834
"Mount Pleasant city, Utah",1822
"Murray city, Utah",26565
"Myton city, Utah",X
"Naples city, Utah",1136
"Neola CDP, Utah",X
"Nephi city, Utah",3304
"Newcastle CDP, Utah",X
"New Harmony town, Utah",176
"Newton town, Utah",X
"Nibley city, Utah",4201
"North Logan city, Utah",6518
"North Ogden city, Utah",11868
"North Salt Lake city, Utah",11266
"Oak City town, Utah",336
"Oakley city, Utah",756
"Ogden city, Utah",33730
"Orangeville city, Utah",653
"Orderville town, Utah",303
"Orem city, Utah",48489
"Palmyra CDP, Utah",X
"Panguitch city, Utah",866
"Paradise town, Utah",509
"Paragonah town, Utah",X
"Park City city, Utah",4434
"Parowan city, Utah",1386
"Payson city, Utah",10500
"Peoa CDP, Utah",150
"Perry city, Utah",3340
"Peter CDP, Utah",383
"Pine Valley CDP, Utah",X
"Plain City city, Utah",4565
"Pleasant Grove city, Utah",21567
"Pleasant View city, Utah",6339
"Plymouth town, Utah",X
"Portage town, Utah",136
"Price city, Utah",4249
"Providence city, Utah",5351
"Provo city, Utah",53299
"Randolph town, Utah",X
"Redmond town, Utah",376
"Richfield city, Utah",4008
"Richmond city, Utah",1711
"Riverdale city, Utah",4497
"River Heights city, Utah",1349
"Riverside CDP, Utah",482
"Riverton city, Utah",26248
"Rockville town, Utah",X
"Rocky Ridge town, Utah",611
"Roosevelt city, Utah",2678
"Roy city, Utah",18194
"Rush Valley town, Utah",X
"St. George city, Utah",50318
"Salem city, Utah",5587
"Salina city, Utah",1123
"Salt Lake City city, Utah",89696
"Sandy city, Utah",54079
"Santa Clara city, Utah",4701
"Santaquin city, Utah",6684
"Saratoga Springs city, Utah",21428
"Scipio town, Utah",209
"Sigurd town, Utah",X
"Silver Summit CDP, Utah",1008
"Smithfield city, Utah",7737
"Snyderville CDP, Utah",4212
"South Jordan city, Utah",44074
"South Ogden city, Utah",8977
"South Salt Lake city, Utah",8700
"South Weber city, Utah",4776
"South Willard CDP, Utah",1063
"Spanish Fork city, Utah",21910
"Spanish Valley CDP, Utah",236
"Spring City city, Utah",609
"Springdale town, Utah",X
"Spring Glen CDP, Utah",698
"Spring Lake CDP, Utah",X
"Springville city, Utah",18868
"Stansbury Park CDP, Utah",5389
"Sterling town, Utah",104
"Stockton town, Utah",X
"Summit Park CDP, Utah",5421
"Sunset city, Utah",2442
"Sutherland CDP, Utah",X
"Syracuse city, Utah",18093
"Taylorsville city, Utah",25529
"Thatcher CDP, Utah",490
"Timber Lakes CDP, Utah",613
"Tooele city, Utah",17111
"Toquerville city, Utah",1089
"Torrey town, Utah",124
"Tremonton city, Utah",4826
"Trenton town, Utah",271
"Tropic town, Utah",X
"Uintah town, Utah",789
"Vernal city, Utah",4432
"Vernon town, Utah",123
"Veyo CDP, Utah",294
"Vineyard town, Utah",6520
"Virgin town, Utah",256
"Wales town, Utah",159
"Wallsburg town, Utah",151
"Wanship CDP, Utah",200
"Washington city, Utah",15400
"Washington Terrace city, Utah",4236
"Wellington city, Utah",825
"Wellsville city, Utah",2293
"Wendover city, Utah",183
"West Bountiful city, Utah",3546
"West Haven city, Utah",8265
"West Jordan city, Utah",52265
"West Mountain CDP, Utah",789
"West Point city, Utah",6006
"West Valley City city, Utah",39520
"West Wood CDP, Utah",652
"White City metro township, Utah",2956
"Willard city, Utah",1114
"Wolf Creek CDP, Utah",1136
"Woodland CDP, Utah",220
"Woodland Hills city, Utah",1000
"Woodruff town, Utah",108
"Woods Cross city, Utah",6173
"Albany village, Vermont",97
"Alburgh village, Vermont",302
"Arlington CDP, Vermont",667
"Ascutney CDP, Vermont",X
"Bakersfield CDP, Vermont",156
"Barnet CDP, Vermont",102
"Barre city, Vermont",4011
"Barton village, Vermont",334
"Bellows Falls village, Vermont",1379
"Bennington CDP, Vermont",4443
"Bethel CDP, Vermont",365
"Bolton Valley CDP, Vermont",127
"Bradford CDP, Vermont",394
"Brandon CDP, Vermont",946
"Brattleboro CDP, Vermont",3879
"Bristol CDP, Vermont",1168
"Burlington city, Vermont",19953
"Cabot CDP, Vermont",141
"Canaan CDP, Vermont",162
"Castleton CDP, Vermont",250
"Castleton Four Corners CDP, Vermont",299
"Cavendish CDP, Vermont",X
"Chelsea CDP, Vermont",X
"Chester CDP, Vermont",596
"Chimney Hill CDP, Vermont",X
"Chittenden CDP, Vermont",129
"Danville CDP, Vermont",214
"Derby Center village, Vermont",310
"Derby Line village, Vermont",X
"Dorset CDP, Vermont",274
"East Barre CDP, Vermont",411
"East Dorset CDP, Vermont",X
"East Middlebury CDP, Vermont",254
"East Poultney CDP, Vermont",172
"Enosburg Falls village, Vermont",532
"Essex Junction village, Vermont",5584
"Fairfax CDP, Vermont",416
"Fair Haven CDP, Vermont",1067
"Fairlee CDP, Vermont",142
"Glover CDP, Vermont",X
"Graniteville CDP, Vermont",357
"Greensboro CDP, Vermont",116
"Groton CDP, Vermont",236
"Hardwick CDP, Vermont",543
"Hartford Village CDP, Vermont",445
"Hartland CDP, Vermont",212
"Highgate Center CDP, Vermont",158
"Hinesburg CDP, Vermont",511
"Huntington CDP, Vermont",316
"Huntington Center CDP, Vermont",105
"Hyde Park village, Vermont",230
"Island Pond CDP, Vermont",345
"Jacksonville village, Vermont",X
"Jeffersonville village, Vermont",X
"Jericho village, Vermont",820
"Johnson village, Vermont",442
"Killington Village CDP, Vermont",505
"Lincoln CDP, Vermont",136
"Lowell CDP, Vermont",X
"Ludlow village, Vermont",383
"Lunenburg CDP, Vermont",X
"Lyndon Center CDP, Vermont",X
"Lyndonville village, Vermont",472
"Manchester village, Vermont",X
"Manchester Center CDP, Vermont",1232
"Marshfield village, Vermont",X
"Middlebury CDP, Vermont",2786
"Middletown Springs CDP, Vermont",134
"Milton CDP, Vermont",1975
"Montpelier city, Vermont",4855
"Morrisville village, Vermont",1064
"Newbury village, Vermont",241
"Newport city, Vermont",2024
"Newport Center CDP, Vermont",98
"North Bennington village, Vermont",568
"North Clarendon CDP, Vermont",239
"Northfield CDP, Vermont",1176
"North Hartland CDP, Vermont",111
"North Hyde Park CDP, Vermont",143
"North Pownal CDP, Vermont",173
"North Springfield CDP, Vermont",342
"North Troy village, Vermont",286
"North Westminster CDP, Vermont",X
"Norwich CDP, Vermont",546
"Old Bennington village, Vermont",X
"Orleans village, Vermont",300
"Pawlet CDP, Vermont",X
"Pittsford CDP, Vermont",446
"Plainfield CDP, Vermont",223
"Poultney village, Vermont",576
"Pownal CDP, Vermont",X
"Pownal Center CDP, Vermont",X
"Proctor CDP, Vermont",893
"Proctorsville CDP, Vermont",X
"Putney CDP, Vermont",319
"Quechee CDP, Vermont",470
"Randolph CDP, Vermont",1122
"Readsboro CDP, Vermont",181
"Richford CDP, Vermont",576
"Richmond CDP, Vermont",519
"Rochester CDP, Vermont",152
"Rutland city, Vermont",8199
"St. Albans city, Vermont",3347
"St. George CDP, Vermont",276
"St. Johnsbury CDP, Vermont",3045
"Saxtons River village, Vermont",X
"Shelburne CDP, Vermont",3912
"South Barre CDP, Vermont",647
"South Burlington city, Vermont",10743
"South Hero CDP, Vermont",X
"South Lincoln CDP, Vermont",176
"South Londonderry CDP, Vermont",119
"South Royalton CDP, Vermont",333
"South Shaftsbury CDP, Vermont",275
"Springfield CDP, Vermont",1942
"Stamford CDP, Vermont",X
"Stowe CDP, Vermont",289
"Stratton Mountain CDP, Vermont",X
"Swanton village, Vermont",1120
"Townshend CDP, Vermont",108
"Troy CDP, Vermont",103
"Underhill Flats CDP, Vermont",366
"Vergennes city, Vermont",1339
"Waitsfield CDP, Vermont",X
"Wallingford CDP, Vermont",430
"Waterbury CDP, Vermont",1133
"Waterbury Center CDP, Vermont",234
"Websterville CDP, Vermont",263
"Wells CDP, Vermont",X
"Wells River village, Vermont",188
"West Brattleboro CDP, Vermont",1481
"West Burke village, Vermont",X
"Westminster village, Vermont",139
"West Pawlet CDP, Vermont",X
"West Rutland CDP, Vermont",1187
"West Woodstock CDP, Vermont",230
"White River Junction CDP, Vermont",1335
"Wilder CDP, Vermont",1652
"Williamstown CDP, Vermont",556
"Wilmington CDP, Vermont",X
"Windsor CDP, Vermont",1124
"Winooski city, Vermont",3376
"Woodstock village, Vermont",608
"Abingdon town, Virginia",3718
"Accomac town, Virginia",151
"Adwolf CDP, Virginia",727
"Afton CDP, Virginia",166
"Aldie CDP, Virginia",102
"Alexandria city, Virginia",57639
"Allison Gap CDP, Virginia",X
"Altavista town, Virginia",X
"Amelia Court House CDP, Virginia",322
"Amherst town, Virginia",727
"Annandale CDP, Virginia",8532
"Appalachia town, Virginia",474
"Apple Mountain Lake CDP, Virginia",698
"Appomattox town, Virginia",505
"Aquia Harbour CDP, Virginia",3093
"Arcola CDP, Virginia",362
"Arlington CDP, Virginia",103268
"Arrington CDP, Virginia",255
"Ashburn CDP, Virginia",18357
"Ashland town, Virginia",2313
"Atkins CDP, Virginia",323
"Atlantic CDP, Virginia",226
"Bailey's Crossroads CDP, Virginia",3587
"Bassett CDP, Virginia",248
"Bastian CDP, Virginia",127
"Basye CDP, Virginia",689
"Baywood CDP, Virginia",115
"Bealeton CDP, Virginia",2092
"Bedford town, Virginia",2166
"Belle Haven town, Virginia",148
"Belle Haven CDP, Virginia",3585
"Bellwood CDP, Virginia",1166
"Belmont CDP, Virginia",4142
"Belmont Estates CDP, Virginia",737
"Belview CDP, Virginia",454
"Benns Church CDP, Virginia",326
"Bensley CDP, Virginia",771
"Berryville town, Virginia",2282
"Bethel Manor CDP, Virginia",1425
"Big Island CDP, Virginia",103
"Big Stone Gap town, Virginia",1696
"Big Stone Gap East CDP, Virginia",245
"Blacksburg town, Virginia",15965
"Blackstone town, Virginia",578
"Blairs CDP, Virginia",180
"Bland CDP, Virginia",X
"Bloxom town, Virginia",152
"Bluefield town, Virginia",2139
"Blue Ridge CDP, Virginia",1678
"Blue Ridge Shores CDP, Virginia",371
"Bobtown CDP, Virginia",95
"Boissevain CDP, Virginia",X
"Bon Air CDP, Virginia",8407
"Boswell's Corner CDP, Virginia",252
"Bowling Green town, Virginia",X
"Boyce town, Virginia",401
"Boykins town, Virginia",169
"Bracey CDP, Virginia",497
"Braddock CDP, Virginia",2689
"Brambleton CDP, Virginia",6389
"Brandermill CDP, Virginia",7050
"Bridgewater town, Virginia",3100
"Brightwood CDP, Virginia",466
"Bristol city, Virginia",6703
"Broadlands CDP, Virginia",5805
"Broadway town, Virginia",1965
"Brookneal town, Virginia",X
"Buchanan town, Virginia",X
"Buckhall CDP, Virginia",7857
"Buena Vista city, Virginia",2613
"Bull Run CDP (Fairfax County), Virginia",3219
"Bull Run CDP (Prince William County), Virginia",2470
"Bull Run Mountain Estates CDP, Virginia",630
"Burke CDP, Virginia",16891
"Burke Centre CDP, Virginia",6958
"Callaghan CDP, Virginia",102
"Calverton CDP, Virginia",X
"Camp Barrett CDP, Virginia",519
"Camptown CDP, Virginia",102
"Cana CDP, Virginia",494
"Cape Charles town, Virginia",638
"Captains Cove CDP, Virginia",750
"Carrollton CDP, Virginia",3166
"Carrsville CDP, Virginia",102
"Cascades CDP, Virginia",5029
"Castlewood CDP, Virginia",588
"Catlett CDP, Virginia",X
"Cave Spring CDP, Virginia",13174
"Cedar Bluff town, Virginia",413
"Central Garage CDP, Virginia",662
"Centreville CDP, Virginia",20024
"Chamberlayne CDP, Virginia",1190
"Chantilly CDP, Virginia",5866
"Charlotte Court House town, Virginia",X
"Charlottesville city, Virginia",20277
"Chase City town, Virginia",358
"Chatham town, Virginia",354
"Chatmoss CDP, Virginia",526
"Cheriton town, Virginia",234
"Cherry Hill CDP, Virginia",2781
"Chesapeake city, Virginia",84875
"Chester CDP, Virginia",7426
"Chester Gap CDP, Virginia",X
"Chilhowie town, Virginia",588
"Chincoteague town, Virginia",1863
"Christiansburg town, Virginia",10901
"Churchville CDP, Virginia",100
"Claremont town, Virginia",138
"Clarksville town, Virginia",469
"Claypool Hill CDP, Virginia",584
"Clifton town, Virginia",132
"Cliftondale Park CDP, Virginia",101
"Clifton Forge town, Virginia",1137
"Clinchco town, Virginia",118
"Clintwood town, Virginia",487
"Cloverdale CDP, Virginia",1665
"Cluster Springs CDP, Virginia",176
"Coeburn town, Virginia",479
"Collinsville CDP, Virginia",2385
"Colonial Beach town, Virginia",1576
"Colonial Heights city, Virginia",6492
"Concord CDP, Virginia",522
"Countryside CDP, Virginia",4206
"County Center CDP, Virginia",813
"Courtland town, Virginia",281
"Covington city, Virginia",1721
"Craigsville town, Virginia",268
"Crewe town, Virginia",600
"Crimora CDP, Virginia",936
"Crosspointe CDP, Virginia",2860
"Crozet CDP, Virginia",5385
"Culpeper town, Virginia",5911
"Dahlgren CDP, Virginia",1103
"Dahlgren Center CDP, Virginia",259
"Dale City CDP, Virginia",10611
"Daleville CDP, Virginia",1556
"Damascus town, Virginia",345
"Dante CDP, Virginia",X
"Danville city, Virginia",7680
"Dayton town, Virginia",875
"Deltaville CDP, Virginia",485
"Difficult Run CDP, Virginia",5711
"Dinwiddie CDP, Virginia",210
"Disputanta CDP, Virginia",143
"Dooms CDP, Virginia",X
"Drakes Branch town, Virginia",X
"Dranesville CDP, Virginia",5731
"Draper CDP, Virginia",110
"Dryden CDP, Virginia",328
"Dublin town, Virginia",681
"Dulles Town Center CDP, Virginia",1239
"Dumbarton CDP, Virginia",1708
"Dumfries town, Virginia",643
"Dunn Loring CDP, Virginia",3573
"Earlysville CDP, Virginia",663
"East Highland Park CDP, Virginia",749
"East Lexington CDP, Virginia",629
"East Stone Gap CDP, Virginia",X
"Eastville town, Virginia",X
"Edinburg town, Virginia",563
"Elkton town, Virginia",1274
"Elliston CDP, Virginia",291
"Emory CDP, Virginia",X
"Emporia city, Virginia",649
"Enon CDP, Virginia",1242
"Ettrick CDP, Virginia",751
"Ewing CDP, Virginia",119
"Exmore town, Virginia",380
"Fairfax city, Virginia",9063
"Fairfax Station CDP, Virginia",6092
"Fairfield CDP, Virginia",95
"Fair Lakes CDP, Virginia",1987
"Fairlawn CDP, Virginia",1155
"Fair Oaks CDP, Virginia",9341
"Fairview Beach CDP, Virginia",195
"Falls Church city, Virginia",7561
"Falls Mills CDP, Virginia",X
"Falmouth CDP, Virginia",1834
"Fancy Gap CDP, Virginia",109
"Farmville town, Virginia",1510
"Ferrum CDP, Virginia",321
"Fieldale CDP, Virginia",203
"Fincastle town, Virginia",329
"Fishersville CDP, Virginia",4440
"Floris CDP, Virginia",2788
"Floyd town, Virginia",179
"Forest CDP, Virginia",5869
"Fort Belvoir CDP, Virginia",2651
"Fort Chiswell CDP, Virginia",370
"Fort Hunt CDP, Virginia",11085
"Fort Lee CDP, Virginia",1276
"Franconia CDP, Virginia",5738
"Franklin city, Virginia",1624
"Franklin Farm CDP, Virginia",8754
"Fredericksburg city, Virginia",8900
"Free Union CDP, Virginia",X
"Fries town, Virginia",X
"Front Royal town, Virginia",5812
"Gainesville CDP, Virginia",6265
"Galax city, Virginia",2352
"Gasburg CDP, Virginia",177
"Gate City town, Virginia",837
"George Mason CDP, Virginia",2309
"Glade Spring town, Virginia",599
"Glasgow town, Virginia",231
"Glen Allen CDP, Virginia",5718
"Glenvar CDP, Virginia",344
"Gloucester Courthouse CDP, Virginia",1281
"Gloucester Point CDP, Virginia",5036
"Goochland CDP, Virginia",487
"Goose Creek Village CDP, Virginia",628
"Gordonsville town, Virginia",X
"Gore CDP, Virginia",101
"Goshen town, Virginia",126
"Gratton CDP, Virginia",374
"Great Falls CDP, Virginia",7203
"Great Falls Crossing CDP, Virginia",533
"Greenbriar CDP, Virginia",3009
"Greenville CDP, Virginia",X
"Gretna town, Virginia",X
"Grottoes town, Virginia",1318
"Groveton CDP, Virginia",3966
"Grundy town, Virginia",287
"Gwynn CDP, Virginia",250
"Halifax town, Virginia",X
"Hamilton town, Virginia",340
"Hampden-Sydney CDP, Virginia",128
"Hampton city, Virginia",29301
"Harrisonburg city, Virginia",16011
"Harriston CDP, Virginia",X
"Hayfield CDP, Virginia",2087
"Haymarket town, Virginia",597
"Henry Fork CDP, Virginia",245
"Herndon town, Virginia",5729
